150.26	0.032191	4.4356	69.871	-20.787	249.71	27.361
153.09	5.7164e-09	1.8794	51.813	-6.4607	226.46	68.207
154.19	6.4205e-09	2.0645	53.776	-7.0941	231.73	54.983
157.18	9.3522e-09	1.3834	51.658	-4.708	215.31	128.88
165.22	8.9996e-11	6.02	51.266	-4.9201	225.04	95.108
165.92	9.4929e-09	1.9344	53.399	-7.9783	230.74	53.476
168.82	2.6055e-09	4.8366	51.779	-5.039	226.14	92.272
176.86	8.0663e-10	1.5785	48.281	-5.5599	224.01	86.139
177.44	1.5814e-08	2.1724	54.293	-6.7158	232.23	51.345
180.93	1.4039e-08	5.0502	52.444	-6.8984	227.37	87.876
182.42	2.6944e-10	1.3601	54.97	-10.175	235.15	1.1781
186.88	1.6661e-09	0.37892	53.836	-7.2456	229.95	72.847
187.15	2.1661e-10	5.3165	57.773	-9.6518	239.55	50.631
195.06	1.2611e-10	1.612	59.699	-9.625	228.97	63.678
201.98	5.1704e-10	3.1631	49.366	-8.6134	240.8	59.179
205.13	4.023e-10	4.6749	54.141	-9.4428	240.5	52.573
209.59	2.3846e-09	1.1344	57.176	-8.5699	235.55	50.946
211.89	1.5658e-11	3.776	52.114	-9.7028	232.52	39.253
219.95	4.1998e-10	1.8571	52.749	-7.7503	234.79	50.844
223.93	3.2164e-11	4.8017	53.676	-10.254	232.72	32.855
230.81	5.3358e-10	1.1233	60.627	-8.8856	230.58	40.993
231.99	2.8349e-10	1.7769	58.97	-11.716	225.74	81.785
239.99	1.6468e-11	2.4285	54.993	-11.05	242.47	57.731
240.39	2.0932e-09	2.6748	52.799	-14.152	246.16	37.956
256.01	1.2012e-11	2.1027	55.314	-8.8132	228.9	82.979
318.48	1.0058e-09	1.2535	59.609	-9.2684	239.06	23.267
320.65	1.4324e-09	3.224	57.883	-11.985	248.62	19.432
322.29	4.1482e-09	4.2727	63	-16.327	238.89	42.215
330.98	9.1449e-11	6.0364	57.443	-15.151	241.75	42.179
333.09	7.0594e-12	0.54319	54.839	-11.825	240.1	14.536
338.63	2.5855e-10	2.7282	64.17	-14.65	237.73	43.897
339.5	8.1874e-12	4.1049	58.318	-12.437	234.27	57.18
347.46	2.0832e-10	0.51294	62.27	-14.425	238.92	45.857
350.49	1.9233e-09	0.18827	63.459	-14.557	246.63	46.951
357.46	1.3649e-10	0.093061	64.736	-14.645	237.21	40.36
357.71	1.8588e-10	5.7403	62.697	-11.665	233.25	57.53
361.64	9.0785e-12	0.74376	57.305	-15.816	241.74	43.221
366.72	3.4426e-11	3.3751	61.108	-17.859	247.09	45.808
371.57	2.2049e-12	2.3813	52.677	-13.839	245.7	50.23
373.46	4.3108e-11	0.60599	58.027	-13.985	236.19	40.291
377.95	8.6066e-10	2.6422	55.531	-14.495	246.62	29.328
381.08	2.2875e-13	2.0083	56.665	-14.92	236.64	53.748
386.19	6.8403e-11	3.4242	68.578	-12.973	239.26	43.316
389.33	1.0656e-08	3.046	70.348	-18.251	252.27	39.358
394	8.2552e-13	4.2663	57.993	-12.455	237.87	40.811
400.78	1.7788e-12	4.6926	57.282	-16.196	236.37	49.143
403.33	1.2104e-11	3.8426	63.224	-12.533	234.65	43.77
407.83	1.3757e-12	2.3509	66.012	-10.58	254.62	48.953
519.24	1.0303e-12	5.4389	56.716	-15.84	243.96	23.889
521.86	7.8866e-12	3.3158	60.07	-17.623	242.27	39.048
528.02	7.6993e-14	4.4099	63.606	-15.123	252.18	40.242
533.61	5.439e-14	4.4376	57.99	-15.117	237.7	42.542
535.1	1.3269e-12	2.7454	56.567	-15.49	250.35	33.735
538.46	3.3498e-11	4.3533	67.686	-20.567	246.89	29.234
544.98	9.392e-13	4.7001	58.916	-16.591	255.06	35.923
546.81	5.4866e-12	3.5432	71.84	-16.066	251.75	12.357
549.47	4.3708e-13	5.73	81.327	-18.465	243.9	32.077
554.35	1.3305e-16	4.6339	50.299	-17.158	243.39	3.8273
561.01	1.1628e-13	4.1337	62.787	-17.113	244.95	37.223
667.13	4.7335e-17	3.2352	59.459	-4.0373	216.56	15.414
669.73	8.3389e-18	6.107	121.86	-11.567	255.12	11.016
672.49	1.2458e-17	2.5078	284.16	-12.393	208	21.17
675.31	1.167e-17	5.5196	141.98	-4.5399	227.77	13.062
678.17	8.3389e-18	5.4684	130.42	-4.3615	224.27	5.9699
681.06	2.5022e-17	5.0001	57.732	-5.0217	229.23	6.5888
